song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,song_title_en,outcome
"Nocturnes, Op. 9: No. 1 in B-Flat Minor",28pG6tPeWdii8iGCXl4szW,"['Fr\xc3\xa9d\xc3\xa9ric Chopin', 'Adam Harasiewicz']",Chopin - Classical Masterpieces,326000,FALSE,7y97mc3bZRFXzT2szRM4L4,2,0.270275,0.042879,-22.396,0.047264,57.763,0.993078,10,0.09726,0,3,0.039862,"Nocturne No.1 in B flat minor, Op.9 No.1",0
"Partita in B-Flat Major, BWV 825: IV. Sarabande",7HRbgpb696qbFwNJZkNSc6,"['Johann Sebastian Bach', 'James Rhodes']",Five,381546,FALSE,5aIqB5nVVvmFsvSdExz408,2,0.425367,0.018099,-31.487,0.055943,129.464,0.994196,10,0.147014,1,3,0.223402,"Partita in B-Flat Major, BWV 825: IV. Sarabande",0
Sleep on It,3jZXgXcXX4UFtOJZGDabUt,['B Robin'],Sleep on It,210240,FALSE,1HrQTLYfhM5innP6NioTQd,1,0.700133,0.867344,-3.962,0.047661,115.115,0.01728,5,0.256008,0,4,0.894461,Sleep On It,0
B a noBody,56x414nNMB2h5llf3aEL04,['SOAK'],B a noBody,288140,FALSE,4PLsMEk2DCRVlVL2a9aZAv,1,0.437472,0.26714,-10.296,0.031371,124.711,0.904867,7,0.156456,1,4,0.185595,B a noBody,0
Xanax and Patron,6nEx6Or7mScLf7BaZ5WfV9,"['Berner', 'B-Real', 'Demrick']",Prohibition,208500,TRUE,2lrtGWxNXWjd0JzDLKXubI,3,0.532301,0.808253,-4.52,0.180197,169.203,0.114793,6,0.596125,0,3,0.417303,Xanax and Patron,0
Me Roar - Format:B Remix,1qTdVus86G3MhMFx6IPdx0,"['Super Flu', 'Monkey Safari']",Halle Saale Remixed,418972,FALSE,1iZiG82D4w7FLHvOUUj4zW,2,0.555012,0.625579,-8.501,0.057295,124.001,2.50E-05,1,0.07714,1,4,0.18661,Me Roar (Format:B Remix),0
Swish,56plJtXaekLOQGxSaGQxwK,"['Stor', 'Linda Pira', 'Gee Dixon', 'Bamma B']",Swish,237680,FALSE,4XLISC9SzRTcR34fosyMtw,4,0.65097,0.748762,-7.186,0.290629,75.122,0.051589,11,0.287475,0,4,0.631469,Swish,0
Ooh Yeah,3d0Y8xhXEfwNY7ts4DI6H4,"['Stor & Aki', 'Bamma B']",Redline Is For The Children,253040,FALSE,7od7WvFXOcePxvE5abwHt3,2,0.767373,0.826549,-4.536,0.345555,89.92,0.011165,7,0.35268,1,4,0.883618,Ooh Yeah,0
American Dream Plan B,5TCq5VBFgZx6Pg3qeGqUE4,['Tom Petty And The Heartbreakers'],Hypnotic Eye,179426,FALSE,4tX2TplrkIP4v05BNC903e,1,0.676372,0.612536,-4.8,0.046012,128.508,0.15464,7,0.125738,1,4,0.822478,American Dream Plan B,0
Lover Like You,0KZK8rrdzRza3hSvpS2jZq,"['Gorgon City', 'Katy B']",Sirens (Deluxe),216840,FALSE,4VNQWV2y1E97Eqo2D5UTjx,2,0.742531,0.745633,-6.833,0.039736,121.009,0.121892,6,0.117473,1,4,0.661637,Lover Like You,0
Good Weed Bad B*tch,01iIIgdoDuKn3yaNguCMmG,['K CAMP'],IDT - The Mixtape,200591,TRUE,5bgfj5zUoWpyeVatGDjn6H,1,0.576236,0.604731,-5.493,0.055566,120.062,0.100915,6,0.110101,0,4,0.586534,Good Weed Bad B*tch,0
Memoirs,1NQiTMDjW5nQAs0Pq8fR59,['Rameses B'],Free Download,341681,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.69316,0.507434,-10.838,0.11748,170.016,0.372859,0,0.106641,0,4,0.40168,Memoirs,0
The Days - Henrik B Remix,77n1OPfD0HSj8jlfM7REQS,['Avicii'],The Days / Nights,236945,FALSE,1vCWHaC5f2uS3yhpwWbIA6,1,0.58569,0.820419,-5.212,0.044943,126.968,0.016546,9,0.09592,0,4,0.534775,The Days - Henrik B Remix,0
What Kind of Cool - QuestLove Remix,3VtoOb3SteJnXAJWHpVlK4,['Cody Chesnutt'],Landing On a Hundred: B Sides and Remixes,331240,FALSE,3sO8muEXafy2NGwUZByrTr,1,0.607716,0.386545,-7.954,0.055509,145.241,0.360552,10,0.105059,0,3,0.331191,What Kind of Cool (QuestLove Remix),0
Bad B*tch,5DEY992nQtb7yfdWmwPH0T,"['French Montana', 'Jeremih']",Bad B*tch,244386,TRUE,6vXTefBL93Dj5IqAWq6OTv,2,0.705532,0.639184,-7.756,0.132629,99.963,0.157837,4,0.716291,0,4,0.52407,Bad B*tch,0
Spirit Walk,48hcfbdUGYo4VcJdytz1ug,['Rameses B'],Reborn,357818,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.383115,0.649785,-7.411,0.057143,109.995,0.444864,7,0.107709,0,4,0.095703,Spirit Walk,0
Fired (feat. J-Son),6wsDIYDJH7SwdFkKFZQIX7,"['B Robin', 'J-Son']",Fired (feat. J-Son),189386,FALSE,1HrQTLYfhM5innP6NioTQd,2,0.637968,0.820169,-4.3,0.035467,139.988,0.019272,5,0.205238,0,4,0.852195,Fired (feat. J-Son),0
Grindin’ My Whole Life,4Hy5ziwOQiFc7UuxpTOdwx,"['HS87', 'N.No', 'B. Carr', 'Hit Boy', 'Big Hit', 'Audio Push', 'Bmacthequeen', 'Kent M$ney']",We The Plug,322093,TRUE,6NUVKfz2xAi4mJJkGm6zyz,8,0.755723,0.636432,-6.195,0.173333,115.071,0.298812,2,0.081078,1,4,0.3694,Grindin’ My Whole Life,0
Express Yourself (feat. Nicky Da B),3XdbNOzMb0TL6pBbtEpyqT,"['Diplo', 'Nicky Da B']",Random White Dude Be Everywhere,277546,TRUE,5fMUXHkw8R8eOP2RNVYEZX,2,0.835107,0.938782,-3.093,0.248825,107.992,0.053472,4,0.597642,0,4,0.360788,Express Yourself,0
Earth Calls,0hpCKdN3ap2MHXO6uv3Hsz,['Rameses B'],Reborn,298000,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.548254,0.777598,-7.045,0.036152,140.043,0.353857,0,0.6387,1,4,0.268149,Earth Calls,0
Ruckus In B Minor,4eJ0K6wkaAaHtvvIXeLWBF,['Wu-Tang Clan'],Ruckus In B Minor,324733,TRUE,34EP7KEpOjXcM2TCat1ISk,1,0.483918,0.91334,-4.631,0.443675,92.715,0.332922,4,0.58865,0,4,0.640445,Ruckus In B Minor,0
Ay Vamos,3toP91RkMRQw7M0bScJ4F9,['J Balvin'],La Familia B Sides,226413,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,1,0.714194,0.779195,-3.607,0.100616,173.925,0.162077,3,0.104452,0,4,0.908479,Ay Vamos,0
Fanatica Sensual,1DrDfpOx4P4LMxFhtOmeyD,['Plan B'],Love and Sex,240200,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.790768,0.847055,-3.657,0.049203,163.974,0.107701,1,0.089837,1,4,0.899167,Fanática Sensual,0
Find Tomorrow (Ocarina) - Radio Edit,0AQlQOvoFhRJLPC1KwbKB7,"['Dimitri Vegas', 'Like Mike', 'Wolfp.a.c.k.', 'Katy B']",Find Tomorrow (Ocarina),188466,FALSE,3h5YdLLrzyhjtN7lRgr682,4,0.659795,0.846663,-4.908,0.033991,129.962,0.058828,0,0.286318,0,4,0.35718,Find Tomorrow (Ocarina) (Radio Edit),0
Blind Heart - Didrick Remix,6iOsXeWXGg9RORSMd7uLaq,"['CAZZETTE', 'Terri B!']",Blind Heart (Remixes),242812,FALSE,1IELhvOMg5VQlU7syRm6CS,2,0.647699,0.890085,-4.338,0.203201,127.936,0.013803,6,0.476845,1,4,0.935262,Blind Heart (Didrick Remix),0
Blind Heart - Radio Edit,3Wb4T8OJg4obJNBMUYgfPm,"['CAZZETTE', 'Terri B!']",Blind Heart (Radio Edit),197953,FALSE,1IELhvOMg5VQlU7syRm6CS,2,0.721777,0.827163,-6.501,0.0659,121.896,0.084385,1,0.065405,0,4,0.326754,Blind Heart (feat. Terri B!) [Radio Edit],0
We Love,0t6VDQI1X5KtfO0X3mcPlj,['Rameses B'],We Love,272956,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.567072,0.736229,-6.387,0.041555,173.959,0.073491,8,0.138718,1,4,0.182233,We Love,0
Game of Thrones,4edhXXY2a6cqLA16IXGz9V,['Rameses B'],Game of Thrones,258037,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.283111,0.73991,-8.982,0.067385,122.558,0.02164,0,0.115823,0,4,0.074099,Game of Thrones,0
House Party - Radio Edit,73htmdTpGdBPAhHdpEblRU,"['DJ Antoine', 'Mad Mark', 'B Case', 'U-Jean']",House Party,206786,FALSE,6yTYR09WCvsgdnurDW4WQo,4,0.667693,0.870946,-5.82,0.05342,127.97,0.102591,10,0.114079,0,4,0.841532,House Party - Radio Edit,0
Get Down,0DFamsMKz79hP0V13t6HSb,['Tom B.'],Get Down,204414,FALSE,6iClQdT3zvN5ejsyNhsL0U,1,0.643629,0.845104,-5.147,0.074162,127.763,0.00046,4,0.083488,0,4,0.6344,Get Down,0
Crying for No Reason,4MutGO46F4aKOEjrS5UUkM,['Katy B'],Little Red (Deluxe),242146,FALSE,5EUdiv20t58GCS09VMKk7M,1,0.664301,0.711817,-4.847,0.034295,111.976,0.392686,1,0.078921,0,4,0.226843,Crying for No Reason,0
Ruckus In B Minor,0U7Hho5psdKZwyC8HMHxfq,['Wu-Tang Clan'],A Better Tomorrow,324733,TRUE,34EP7KEpOjXcM2TCat1ISk,1,0.483918,0.91334,-4.631,0.443675,92.715,0.332922,4,0.58865,0,4,0.640445,Ruckus In B Minor,0
I Don't Like to Wait,0FivEyKhQdWelC3OEuWWJS,['B Robin'],Under My Skin,191013,FALSE,1HrQTLYfhM5innP6NioTQd,1,0.60018,0.623309,-6.483,0.056642,74.446,0.033879,1,0.099747,1,4,0.665005,I Don't Like To Wait,0
Faded,44WG43lprS0ZO3zQEBBOEc,"['Berner', 'B-Real', 'Snoop Dogg', 'Vital']",Prohibition,273250,TRUE,2lrtGWxNXWjd0JzDLKXubI,4,0.526717,0.749741,-6.247,0.300048,89.106,0.051355,1,0.170466,1,4,0.152643,Faded,0
The '59 Sound (Acoustic),5AHv0V3AtBRxuf4ujAJytk,['The Gaslight Anthem'],The B-Sides,234773,FALSE,7If8DXZN7mlGdQkLE2FaMo,1,0.371412,0.339572,-11.698,0.039424,92.264,0.741628,2,0.132118,1,5,0.266563,The '59 Sound (Acoustic),0
Choca,5E0gsHgrsCwG4FxTit0ltJ,['Plan B'],Love and Sex,220866,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.859712,0.829394,-4.837,0.119616,88.006,0.228319,4,0.060784,0,4,0.518497,Choca,0
In Your Eyes - Radio Edit,5RysAwRCRRV1hXk6DqsOPv,['Henrik B'],In Your Eyes (Radio Edit),216668,FALSE,1qM7ddO1J0S7eGGnuVmEXn,1,0.602105,0.767283,-4.32,0.045997,128.021,0.066184,0,0.278504,0,4,0.453864,In Your Eyes - Radio Edit,0
Stuck On a Feeling,467EtYDw801TKMxMtGCsFO,"['Prince Royce', 'Snoop Dogg']",Stuck On a Feeling,210343,FALSE,3MHaV05u0io8fQbZ2XPtlC,2,0.815517,0.415413,-6.307,0.055931,100.022,0.003908,1,0.139286,1,4,0.313163,Stuck On a Feeling,0
Let’s Go,4dKJg62KQiEc17sFjHhgVr,"['Ti\xc3\xabsto', 'Icona Pop']",A Town Called Paradise,202400,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.678251,0.931417,-3.104,0.056471,128.961,0.017073,0,0.319882,1,4,0.508553,Let’s Go,0
Kul å vara full - Radio Edit,3CXbjxAXVGxaqPku5LBCWj,['Robbin & JP'],Kul å vara full,183643,FALSE,20VnwoRNCNqGCRSrIwpNiU,1,0.723538,0.734819,-6.25,0.285939,127.921,0.105409,1,0.362942,1,4,0.554463,Kul å vara full - Radio Edit,0
Edge Of A Revolution,6H8jEg2Rn2Dr2Tb0b8Ndw0,['Nickelback'],No Fixed Address,243053,TRUE,6deZN1bslXzeGvOLaLMOIF,1,0.524144,0.966071,-3.335,0.043908,161.865,9.50E-05,2,0.089249,1,4,0.718426,Edge Of A Revolution,0
A Little More,5g6QMEXgFeqJpVbhs4Z7Az,"['Kaskade', 'John Dahlb\xc3\xa4ck', 'Sansa']",A Little More,233232,FALSE,6TQj5BFPooTa08A7pk8AQ1,3,0.435398,0.760084,-4.912,0.038634,127.911,0.008165,11,0.123139,0,4,0.194082,A Little More,0
I Really Want It,27Xlqkl3rtEzAOaN4VM7zd,['A Great Big World'],Is There Anybody Out There?,202306,FALSE,5xKp3UyavIBUsGy3DQdXeF,1,0.764083,0.810855,-5.786,0.035738,132.983,0.263189,1,0.086638,1,4,0.900052,I Really Want It,0
A Long Time Ago,4amU151BcUJ8ZCtogTmPb3,['First Aid Kit'],Stay Gold,241333,FALSE,21egYD1eInY6bGFcniCRT1,1,0.335319,0.231437,-7.517,0.030087,149.342,0.803401,0,0.100977,1,3,0.205045,A Long Time Ago,0
More Than a Lover,6zqTVsSFsxwXlVIZDTcWUc,"['Style of Eye', 'Anna St\xc3\xa5hl']",Footprints,225120,TRUE,5jXlKEXCqcJ7eHKJrFCFl9,2,0.648278,0.777765,-4.137,0.029361,127.995,0.000742,7,0.099205,0,4,0.318357,More Than a Lover,0
The Prayer,546jptkBtmJ076SnwEg3fn,['Kid Cudi'],A Kid Named Cudi,200946,TRUE,0fA0VVWsXO9YnASrzqfmYu,1,0.74943,0.673152,-7.832,0.140897,140.059,0.451211,6,0.574402,0,4,0.708337,The Prayer,0
A Sky Full of Stars - Hardwell Remix,0WZVGXO8FYpK8v1IDxlOyE,['Coldplay'],A Sky Full Of Stars (Hardwell Remix),313124,FALSE,4gzpq5DPGxSnKTe4SA8HAU,1,0.650149,0.562264,-6.625,0.031235,128.009,0.002046,3,0.107272,0,4,0.115643,A Sky Full of Stars (Hardwell Remix),0
R E A L,2cjXVAnbyKcddqr7IgpGWH,['LE YOUTH'],R E A L,205026,FALSE,1Zz6NBe8UIZjm88TvehFtx,1,0.772115,0.768866,-6.387,0.137089,114.984,0.017315,11,0.049997,1,4,0.630832,R E A L,0
I•M•A•M,7E8INxHvLDcUsGtQ8YS36r,['Silvana Imam'],I•M•A•M,203842,TRUE,14vNE9iqS5eGAL6OogiN8g,1,0.541354,0.660357,-4.126,0.070638,107.763,0.118179,3,0.365777,1,4,0.194618,I•M•A•M,0
Multiply,21tQ61tNj6qbXbDwmSIPt9,"['A$AP Rocky', 'Juicy J']",Multiply,223053,TRUE,13ubrt8QOOCPljQ2FL1Kca,2,0.912998,0.719924,-4.427,0.179408,114.942,0.089297,0,0.121171,1,4,0.156733,Multiply,0
Hideaway,51tUT1gHE30GQPhn1agudM,['Kiesza'],Sound Of A Woman,251986,FALSE,4zxvC7CRGvggq9EWXOpwAo,1,0.853152,0.612846,-6.335,0.058639,122.986,0.073235,7,0.069286,0,4,0.178874,Hideaway,0
Start A Fire,3Lfw1wlVtPbvRFeUaiILkY,"['Lil Wayne', 'Christina Milian']",Start A Fire,233146,TRUE,55Aa2cqylxrFIXC767Z865,2,0.655867,0.86172,-4.579,0.158724,95.073,0.011223,1,0.477197,0,4,0.635593,Start A Fire,0
Red Lights,015IsLQFXbEm0f541N2qoX,['Ti\xc3\xabsto'],A Town Called Paradise,262200,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,1,0.655846,0.818823,-4.792,0.038575,124.999,0.000708,10,0.23388,1,4,0.526468,Red Lights,0
Hands On The Wheel (feat. A$AP Rocky),45WndcPa0crrZ98d6aPME0,"['Schoolboy Q', 'A$AP Rocky']",Schoolboy Q,201010,TRUE,5IcR3N7QB1j6KBL8eImZ8m,2,0.453853,0.85355,-5.359,0.182567,127.891,0.016133,2,0.593583,1,4,0.190229,Hands On The Wheel,0
Best Day Of My Life,5j9iuo3tMmQIfnEEQOOjxh,['American Authors'],"Oh, What A Life",194240,FALSE,0MlOPi3zIDMVrfA9R04Fe3,1,0.664456,0.726447,-7.54,0.031923,100.014,0.021167,2,0.093231,1,4,0.443838,Best Day Of My Life,0
"Black Pearl ""He's A Pirate"" - feat. Sidney Housen [Radio Edit]",4rfVYs5L7dCS5a3icH2brY,"['Rebel', 'Sidneyhousen']",Black Pearl,200624,FALSE,3mcmXmpjr301UeCF2CRZLu,2,0.470276,0.927824,-3.793,0.035268,192.01,0.007805,5,0.294509,0,3,0.549469,"Black Pearl ""He's A Pirate"" - Radio Edit",0
Pretend,6phKkVuSzTNEriX3uciCb5,"['Tinashe', 'A$AP Rocky']",Aquarius,232786,TRUE,0NIIxcxNHmOoyBx03SfTCD,2,0.457984,0.442041,-10.42,0.124651,122.394,0.286646,6,0.134865,0,5,0.102084,Pretend,0
Just A Little Bit Of Your Heart,6EF9SuEEFvCrVyV98enq5v,['Ariana Grande'],My Everything (Deluxe),232586,FALSE,66CXWjxzNUsdJxJ2JdwvnR,1,0.441199,0.326403,-5.901,0.027245,77.94,0.711515,9,0.084565,1,4,0.149852,Just A Little Bit Of Your Heart,0
Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,['Paloma Faith'],A Perfect Contradiction Outsiders' Edition (Deluxe),232893,FALSE,4fwuXg6XQHfdlOdmw36OHa,1,0.567017,0.884904,-4.519,0.09535,91.017,0.077852,8,0.495003,1,4,0.306338,Only Love Can Hurt Like This,0
In A Week,64LJIgigkKPqqgnSO4bPR3,"['Hozier', 'Karen Cowley']",Hozier (Deluxe),318493,FALSE,2FXC3k01G6Gw61bmprjgqS,2,0.464625,0.268723,-12.14,0.031135,131.391,0.790665,0,0.138778,1,3,0.190503,In A Week,0
I'm Not The Only One,1W3AIFwnsDJBXtktxILhC0,"['Sam Smith', 'A$AP Rocky']",I'm Not The Only One,222329,FALSE,2wY79sveU1sp5g7SokKOiI,2,0.716748,0.498574,-7.123,0.047795,81.995,0.498592,5,0.070956,1,4,0.550534,I'm Not The Only One,0
Wasted,2CAK2t1reUgPK6OMgAMURB,"['Ti\xc3\xabsto', 'Matthew Koma']",A Town Called Paradise,190013,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.64188,0.741291,-8.165,0.036518,111.975,0.001899,2,0.172351,1,4,0.357454,Wasted,0
Like a Drum - The Chainsmokers Remix,6El4guLHqCd3PG9X9yJRSz,['Guy Sebastian'],Like a Drum,201647,FALSE,5PjekOABtfU2Kwo0AHVmci,1,0.639741,0.911138,-2.49,0.030952,126.053,0.00068,1,0.23617,0,4,0.489286,Like a Drum (The Chainsmokers Remix),0
Once Upon a Dream,6swBtLlqbXVbtVFeHZnI5X,['Lana Del Rey'],"Once Upon a Dream (from ""Maleficent"") [Original Motion Picture Soundtrack]",203080,FALSE,00FQb4jTyendYWaN8pK0wa,1,0.281401,0.333472,-14.24,0.036895,118.866,0.656064,5,0.103388,1,3,0.190596,Once Upon a Dream,0
A Place Like This,1jRHh8JcdUV9zTiAmyzhU9,['Majid Jordan'],A Place Like This,261543,FALSE,4HzKw8XcD0piJmDrrPRCYk,1,0.56734,0.44258,-11.359,0.059691,133.642,0.044532,8,0.082824,1,4,0.387759,A Place Like This,0
U Got a Message,0I6p2wBkz42f7ykmI8RKaS,['Magic Trix'],U Got a Message,285150,FALSE,3o8QoDLsHa5l5g2WQthUQX,1,0.668287,0.918885,-5.671,0.038333,128.023,0.004155,4,0.093341,0,4,0.341298,Message,0
Man on a Wire,4b30rxe4kxjNl8YpE17Sew,['The Script'],No Sound Without Silence,245466,FALSE,3AQRLZ9PuTAozP28Skbq8V,1,0.387505,0.836293,-3.548,0.035764,180.073,0.002419,9,0.069878,1,4,0.341704,Man on a Wire,0
Rise Like A Phoenix,0fvafkeEoF6Y9gGLK3Wnu3,['Conchita Wurst'],Rise Like A Phoenix,181989,FALSE,1TGdxJ3UvFq055SVjwx49v,1,0.33469,0.536513,-6.791,0.028864,81.377,0.076563,2,0.113238,0,4,0.199365,Rise Like A Phoenix,0
Hell Of A Night,2RK1IiAjWdl6VQYsCKf3k9,['Schoolboy Q'],Oxymoron (Deluxe),272453,TRUE,5IcR3N7QB1j6KBL8eImZ8m,1,0.649034,0.830638,-7.212,0.156381,124.029,0.372816,2,0.133487,0,4,0.160032,Hell Of A Night,0
Buy A Heart,6CiZFgpDbKfkot1pAgczdp,"['Nicki Minaj', 'Meek Mill']",The Pinkprint (International Deluxe Explicit),255466,TRUE,0hCNtLu0JehylgoiP8L4Gh,2,0.558826,0.448082,-10.41,0.197293,119.842,0.163884,1,0.282091,1,4,0.377944,Buy A Heart,0
A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,['Coldplay'],Ghost Stories,268466,FALSE,4gzpq5DPGxSnKTe4SA8HAU,1,0.542656,0.565531,-9.055,0.027773,125.005,0.006731,6,0.324231,1,4,0.191082,A Sky Full of Stars,0
When A Fire Starts To Burn,47EMbBZPg4OBe6m1fijQzj,['Disclosure'],Settle (Special Edition),283705,FALSE,6nS5roXSAGhTGr34W6n7Et,1,0.864767,0.724117,-7.39,0.249658,124.001,0.010679,7,0.286988,1,4,0.643325,When A Fire Starts To Burn,0
I Am A River,1jH0OiLvqyyhUOEUu61XPI,['Foo Fighters'],Sonic Highways,428520,FALSE,7jy3rLJdDQY21OgRLCZ9sD,1,0.200825,0.623852,-5.59,0.032842,165.937,0.001961,4,0.22813,1,4,0.129091,I Am A River,0
Like a Drum,5hRtcfljrPHKNIwI2tmTzN,['Guy Sebastian'],Like a Drum,182133,FALSE,5PjekOABtfU2Kwo0AHVmci,1,0.681575,0.846016,-2.34,0.030942,130.077,0.003121,4,0.161243,1,4,0.772867,Like a Drum,0
Build a Girl,4UIRJayTEkfmBr6RT2NKlb,['The Fooo Conspiracy'],Off the Grid,185080,FALSE,5PldDs8KtXMy0KZ6due44x,1,0.811068,0.711445,-4.874,0.105156,105.986,0.004902,2,0.323254,1,4,0.75794,Build a Girl,0
Say Something,6Vc5wAMmXdKIAM7WUoEb7N,"['A Great Big World', 'Christina Aguilera']",Is There Anybody Out There?,229400,FALSE,5xKp3UyavIBUsGy3DQdXeF,2,0.518834,0.156305,-7.543,0.035548,139.997,0.873707,2,0.084342,1,3,0.14883,Say Something,0
Skippin A Beat,1LzUePK6959M55BQiOFw9g,['Zara Larsson'],1,163861,FALSE,1Xylc3o4UrD53lo9CvFvVg,1,0.691061,0.685867,-3.279,0.078363,125.083,0.572984,6,0.404864,0,4,0.838206,Skippin A Beat,0
I'm A Mess,0xCA70t1ZA4fa9UOE0lIJm,['Ed Sheeran'],x (Deluxe Edition),244573,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.697427,0.377256,-7.755,0.039657,138.754,0.555831,3,0.099879,1,4,0.37437,I'm A Mess,0
Say Something,5BIMB67xASWCpxK15rzVnX,['Ti\xc3\xabsto'],A Town Called Paradise,288395,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,1,0.763418,0.728383,-8.393,0.038361,119.99,0.000395,2,0.02714,1,4,0.177298,Say Something,0
Not a Bad Thing,1A2UmLDZzDmpdzUjEkCc3z,['Justin Timberlake'],Not a Bad Thing,266533,TRUE,31TPClRtHm23RisEBtV3X7,1,0.386313,0.716044,-6.298,0.123555,85.148,0.328021,2,0.344446,1,4,0.490464,Not a Bad Thing,0
Ja ä inte bitter,2PEmBHSJO6jewBOFmUpbdE,"['Rolandz', 'Tony Rickardsson']",Ja ä inte bitter,242546,FALSE,6cYpGRwsphKMAdkYw2KuXS,2,0.602826,0.944279,-4.947,0.054773,130.005,0.022319,1,0.36587,1,4,0.834488,Ja ä inte bitter,0
