song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,song_title_en
I Like That - Edit,3z9wbp21W0mYX0Z42MfyPs,['Jens O.'],Bass Power 15,157709,False,1DDMrVXQt53FwOcxBQvjwh,1,0.621957,0.979551,-3.439,0.108964,140.051,I Like That
Som en ö - Live i Gävle Konserthus,2DTOgFs5kjJdDcUS3eotA3,['Pernilla Andersson'],Pernilla Andersson & Gävle Symfoniorkester under ledning av Hans Ek,265586,False,1muQ9itiu5KB1WiqehGoSy,1,0.291547,0.407704,-11.687,0.043531,87.382,Som en ö (Live i Gävle Konserthus)
Lighters to the Moonlight - Original Mix,1oooRSbasXFgirQZh2YiRC,"['Specimen-A', 'Sporty-O']",Across The Pond,194000,False,5i7tNpMiR76WJGclXaBhT0,2,0.652094,0.862007,-5.113,0.039642,139.989,Lighters to the Moonlight (Original Mix)
L-O-V-E (LOVE),12IxwxaJs36W17mzbniOrk,['Al Green'],Greatest Hits: The Best of Al Green,189333,False,3dkbV4qihUeMsqN4vBGg93,1,0.683242,0.46161,-10.413,0.028196,109.409,L-O-V-E (Love)
Tjära o fjädrar,1hsgNxOgZuUgs2SYsjfjTS,['Euskefeurat'],Sånger från Hotaheiti,214826,False,3XHatvGN7740pLPHUVgwA6,1,0.640789,0.828311,-8.41,0.056097,110.638,Tjära o fjädrar
I Like That - Edit,1udSRSAi4w3CYxMTjPqWGf,['Jens O.'],I Like That,157709,False,1DDMrVXQt53FwOcxBQvjwh,1,0.621957,0.979551,-3.439,0.108964,140.051,I Like That
Visan ö,7AehXf4RSTtbNJATIOUAll,['Sven-Bertil Taube'],Hommage,148546,False,7Gl6zw4YYJQ1CAgs7oEBPY,1,0.34312,0.156711,-15.62,0.032158,110.186,Visan ö
Get Lonely with Me,2xUIK8A0TX0Xno5GnSy2PJ,['George Ezra'],Cassy O' (EP),183786,False,2ysnwxxNtSgbb9t1m2Ur4j,1,0.534078,0.855242,-6.119,0.04192,93.011,Get Lonely with Me
Liten vaggvisa (Sov alla),3TpxIW6dIPqc8jx5s1VgxT,['Cookies n Beans'],Barnkammarboken - Alla Sånger,144026,False,28m4h6ofnM9e1gCnUSF3qk,1,0.412622,0.443887,-8.003,0.023447,92.943,Liten vaggvisa (Sov alla)
Pappa Kom Hem,3Ac2xTIEudapqeOKzeUPjG,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy']",Vem E Han,261984,False,1SwDFc5jX708XR3XtzLrRs,3,0.401518,0.543877,-11.536,0.255492,96.533,Pappa Kom Hem
Ghosts ‘n’ Stuff - NERO Remix,0iTzJzy5qBL4NaEDyi1HMK,"['deadmau5', 'Rob Swire']",5 years of mau5,415567,False,2CIMQHirSU0MQqyYHq0eOx,2,0.478224,0.480861,-7.61,0.045565,139.938,Ghosts 'n' Stuff (Nero Remix) (Feat. Rob Swire)
Tokyo By Night - Axwell Remix,1I0YlpG6MJyN0qH6y52KBD,"['Hook N Sling', 'Karin Park']",Tokyo By Night,333680,False,3iN9k8uvm4WrgdlOigOH8D,2,0.660066,0.927886,-4.677,0.084799,127.976,Tokyo By Night - Axwell Remix
Kär & Galen,1wqL9CeCHQatA2lOWcvl4E,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy']",Vem E Han,210000,False,1SwDFc5jX708XR3XtzLrRs,3,0.775219,0.888419,-3.498,0.115552,127.97,Kär & Galen
Cafe Del Mar - Three 'N' One Radio Edit,6ZfzbvseI7sxis7uFUEAHx,['Energy 52'],A State of Trance 650 - New Horizons (Unmixed),230613,False,0sElgscu7tp38PM1MtsUz7,1,0.59313,0.956341,-9.53,0.066807,132.992,Cafe Del Mar (Three N One Radio Mix)
Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,['Bobby Shmurda'],Hot N*gga,194561,True,34Y0ldeyUv7jBvukWOGASO,1,0.858448,0.492854,-7.627,0.419799,83.983,Hot N*gga
Redbull N Vodka,2qojsw4Ox35XbCwuO98ruo,['Jack Moy & Gl\xc3\xb6den'],Charlies Bird,188773,False,58tNZRHNf5ScIAo7zBZDbU,1,0.705263,0.595669,-7.565,0.03038,104.98,Redbull N Vodka
Let Me Tell You Something,4W3XIyHvnFGxUUe1sbUffS,"['Grandtheft & Keys N Krates', 'Grandtheft', 'Keys N Krates']",Keep It 100,184235,False,4C7Jub0HKSYe6F1wsB8eTf,3,0.803909,0.815948,-3.946,0.094027,170.026,Let Me Tell You Something
Härute,7Mo9OQBzE5Hl0CEsRmZ0Yz,"['Stress', 'Kakka', '24K', 'N', 'Crippa']",Playlist 2,245800,False,2vJo3bWY09MoK1QrRZD1wf,5,0.526295,0.680485,-8.195,0.40178,76.066,Härute
She's In A Rock 'n' Roll Band,19qMjXiPwEfVmzKAk0xd06,['Doug Seegers'],Going Down To The River,209786,False,2WO6GcXH1rWwzge9wOnuxm,1,0.536173,0.833336,-6.687,0.072724,131.98,She's In A Rock 'n' Roll Band
Din soldat - Broke 'n Tipsy Remix,0cCZcb7CVgbcOq2gxDyk85,"['Albin', 'Kristin Amparo']",Din soldat (Remixes),264480,False,6IfZesOI3vKCZy8pjzVknj,2,0.798154,0.809525,-5.246,0.127114,129.983,Din soldat featuring Kristin Amparo (Broke 'n Tipsy Remix)
Sthlm stad - Remix,53fieTqqcNsIylcnKSKP5f,"['Stress', 'Abidaz', 'Denz', 'Bynblock', 'Sebbe Staxx', 'N', 'Firat Alby', 'Chris Mhina']",Sthlm stad (Remix),259232,False,2vJo3bWY09MoK1QrRZD1wf,8,0.611832,0.805751,-3.761,0.236811,141.882,Sthlm stad (feat.Abidaz/Denz/Bynblock/Sebbe Staxx/N/Firat Alby/Chris Mhina) [Remix]
Karma (Hardline),2jfJF8GpaLGLWWTFwIFCgX,['Jamie N Commons'],Karma (Hardline),250053,False,2FsZnS8gQ8jG1HGnPYNlm9,1,0.599776,0.749273,-3.937,0.054794,135.935,Karma (Hardline)
Covered N Money,73pbvYLtPlT6frmLHAmPV8,['Future'],Honest,215506,True,1RyvyyTE3xzB2ZywiAwp0i,1,0.785696,0.697943,-4.215,0.045075,125.043,Covered N Money
Pills N Potions,0nnRUsgfm4uQUYTCIH9NZy,['Nicki Minaj'],The Pinkprint (International Deluxe Explicit),268000,True,0hCNtLu0JehylgoiP8L4Gh,1,0.389994,0.58011,-8.035,0.152868,82.323,Pills N Potions
Momentum - Original Mix,7ADhLqbwJOnDzGjbyatrI2,['Hook N Sling'],Momentum,277500,False,3iN9k8uvm4WrgdlOigOH8D,1,0.580269,0.936241,-3.571,0.040225,127.981,Momentum - Original Mix
Ghosts 'n' Stuff,4hoLGu75HMgNzt2QTgfowe,"['deadmau5', 'Rob Swire']",5 years of mau5,328253,False,2CIMQHirSU0MQqyYHq0eOx,2,0.616127,0.621196,-6.939,0.124963,127.978,Ghosts 'n' Stuff
Always N Forever,31fLslS3QRCSKwTJ3RiMSW,['The Orwells'],Disgraceland,161613,False,7ia4FaCVsbXvhVwagCJk7l,1,0.450535,0.901544,-3.781,0.039806,143.045,Always N Forever
Sex Love Rock N Roll (SLR) - Feat. Tpain (Radio Edit),0cPFaUoMfcXqHt6Swc102O,"['Arash', 'T-Pain']",Sex Love Rock N Roll (SLR),180613,False,7hQmAXAzWI6D350VTgkKTG,2,0.669917,0.963573,-1.811,0.042201,132.008,Sex Love Rock N Roll (SLR) - Radio Edit
Liten vaggvisa (Sov alla),2tAxDwr6Joj7nbpSCfzSJr,['Cookies n Beans'],Våra barns godnattsånger - älskade godnattvisor för alla barn,144026,False,28m4h6ofnM9e1gCnUSF3qk,1,0.412622,0.443887,-8.003,0.023447,92.943,Liten vaggvisa (Sov alla)
Vem E Han,0NqcFphBRDxAXmlkRGHPDz,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy']",Vem E Han,178391,False,1SwDFc5jX708XR3XtzLrRs,3,0.604642,0.754739,-6.652,0.379821,90.913,Vem E Han
Ghosts 'n' Stuff - Chuckie Remix,2sXNZDQYXjAcmriH1fvDK3,"['deadmau5', 'Rob Swire']",5 years of mau5,361956,False,2CIMQHirSU0MQqyYHq0eOx,2,0.751082,0.869467,-4.104,0.069875,128.002,Ghosts 'n' Stuff (Chuckie Remix)
Hot N*gga,6gK0tRpmvPiiYY8YHnbtpf,['Bobby Shmurda'],Shmurda She Wrote,194146,True,34Y0ldeyUv7jBvukWOGASO,1,0.858448,0.492854,-7.627,0.419799,83.983,Hot N*gga
Tokyo By Night - Axwell Remix Edit,2CdAGsr6zGuPA9gy1JzJWd,"['Hook N Sling', 'Karin Park']",Tokyo By Night,188940,False,3iN9k8uvm4WrgdlOigOH8D,2,0.533712,0.83401,-3.852,0.079407,128.005,Tokyo By Night
Hot N*gga,7oUtP2A3ZK9toyPtW5i2tm,['Ace Hood'],Body Bag 3 (Beast Mix),140066,True,31HjiqargV4NAw4GZqUale,1,0.56351,0.640904,-5.184,0.389892,79.005,Hot N*gga
Fire N Gold,6iP9VNwHnNIPNUa13oExvX,['Bea Miller'],Young Blood,211866,False,1o2NpYGqHiCq7FoiYdyd1x,1,0.543574,0.860495,-5.496,0.042997,143.994,Fire N Gold
Jungle - Remix,3CqVYchL88Qgtvpa1N24Aa,"['X Ambassadors', 'Jamie N Commons', 'JAY Z']",Jungle (Remix),207613,False,3NPpFNZtSTHheNBaWC82rB,3,0.417844,0.787084,-4.018,0.281874,78.3,Jungle featuring JAY Z (Remix)
Up 'N Away - Video Edit,1Jb9SZDqMN5Zyxiwy6eiEA,['ItaloBrothers'],Up 'N Away,187253,False,5nkYRuiIHg2xXHFC8bfosJ,1,0.622997,0.871202,-3.485,0.058466,128.067,Up 'n Away (Video Edit)
Dance for Me,3WrIQBhr1HaE6QwfMVgtzu,['Ruff-N-Smooth'],Singles Collection,274938,False,4KSIIR6dY7MPuq5WRWfS56,1,0.822508,0.880861,-3.497,0.052891,112.011,Dance for Me
Are We Faded - Original Mix,3P5CkJ2Hivngpn3e0Qp69S,['Keys N Krates'],Are We Faded,173791,False,6c1pBXHYjFcGQQNO5MMsdd,1,0.617596,0.906647,-6.637,0.330351,79.018,Are We Faded (Original Mix)
Jungle,1puJlKuYGH58SAFgXREUpE,"['X Ambassadors', 'Jamie N Commons']",The Reason EP,189320,False,3NPpFNZtSTHheNBaWC82rB,2,0.372625,0.721654,-5.83,0.086324,78.079,Jungle
Are We Faded - Original Mix,0doL8UdmZxXLsPro7TgRMH,['Keys N Krates'],Every Nite EP,173791,False,6c1pBXHYjFcGQQNO5MMsdd,1,0.617596,0.906647,-6.637,0.330351,79.018,Are We Faded (Original Mix)
Keep It 100,0acDuvqkxNGBstX5FrbbO0,"['Grandtheft & Keys N Krates', 'Grandtheft', 'Keys N Krates']",Keep It 100,214137,False,4C7Jub0HKSYe6F1wsB8eTf,3,0.618697,0.945778,-3.45,0.239582,164.04,Keep It 100
Tagga Ner,0QMiOuzwXodfmDGAxqrBBH,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy', 'Dirty Jens']",Vem E Han,230142,False,1SwDFc5jX708XR3XtzLrRs,4,0.653439,0.807266,-6.078,0.327379,92.643,Tagga Ner
Really Be (Smokin N Drinkin),6zHKqCNHAZlsGkNbJJrA4G,"['YG', 'Kendrick Lamar']",My Krazy Life (Deluxe),310880,True,0A0FS04o6zMoto8OKPsDwY,2,0.765822,0.53971,-8.511,0.428938,146.033,Really Be (Smokin N Drinkin)
"Literally I Can't (feat. Redfoo, Lil Jon & Enertia McFly)",4Gw1FlfLUWLcZHZWXqQQyF,"['Play-N-Skillz', 'Redfoo', 'Lil Jon', 'Enertia McFly']","Literally I Can't (feat. Redfoo, Lil Jon & Enertia McFly)",238168,True,7MP4jhYmFEgb0AtiOkw55s,4,0.775589,0.942091,-0.691,0.149734,130.04,"Literally I Can't (feat. Redfoo, Lil Jon & Enertia McFly)"
Saturdays = Celebration,5RCMH87c3jygGIXvFrJzMU,"['Big K.R.I.T.', 'Jamie N Commons']",Cadillactica (Deluxe),254306,False,0CKa42Jqrc9fSFbDjePaXP,2,0.544367,0.639837,-7.272,0.151648,92.42,Saturdays = Celebration featuring Jamie N Commons
Do It Now,5EArezFgSG8caxrV6Lzs5z,['Mashd N Kutcher'],Do It Now,166942,False,0G5lZVxoMwoY8oV6zR8E7k,1,0.87029,0.986226,-3.969,0.050249,128.021,Do It Now
Remains (Bastille Vs. Rag'N'Bone Man Vs. Skunk Anansie),0XDkORnqAgnWMtqKlouLWT,"['Bastille', ""Rag'n'Bone Man"", 'Skunk Anansie']","VS. (Other People’s Heartache, Pt. III)",279247,False,7EQ0qTo7fWT7DPxmxtSYEc,3,0.616272,0.410211,-6.864,0.027845,109.987,Remains (Bastille Vs. Rag'N'Bone Man Vs. Skunk Anansie)
Neverland - Body Bangers Edit,0kwcOpjGf427tGkx4hbSO5,"['N-Trigue', 'Flo Rida']",Neverland,240000,False,2YNnMJgOEaiEZ1PXHcvsJf,2,0.78552,0.885455,-2.475,0.057042,127.998,Neverland - Bodybangers Edit Mix
Mind Right,6xMOaXN29NI9cpUoFEjnLC,['TK N Cash'],Mind Right,235133,True,0BuvqDNQaCHcKJLCbK0M3P,1,0.752293,0.73415,-6.496,0.09059,124.017,Mind Right
Andas,6lPGFpim0Mpfm55JUAQqWU,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy']",Vem E Han,271920,False,1SwDFc5jX708XR3XtzLrRs,3,0.524873,0.651514,-7.41,0.203547,81.507,Andas
Worldwide N*gga,3emnTmjlxRpnqwWN9RzG13,"['Bobby Shmurda', 'Ty Real']",Shmurda She Wrote,189853,True,34Y0ldeyUv7jBvukWOGASO,2,0.614335,0.587019,-5.263,0.126451,168.261,Worldwide N*gga
Gå På Salong,4008dpmqe3536dNu10BVAM,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy']",Vem E Han,195126,False,1SwDFc5jX708XR3XtzLrRs,3,0.657342,0.630612,-6.477,0.185597,151.941,Gå På Salong
Vamos a la Playa - Milk 'n' Cookies Radio Remix,6Z1vtAUzso2mIE2uI5Mu4N,['Loona'],Vamos a la Playa (Milk 'n' Cookies Remix),230683,False,7ugN9bU7x54gVI2295brJF,1,0.683462,0.638586,-5.905,0.037472,127.978,Vamos a la Playa - Milk 'n' Cookies Radio Remix
Faster N Further - Bass Modulators Remix,3DG41jyW4vE0MhUvyTOFaw,['Noisecontrollers'],All Around,219871,False,6qJ61DomA73g7jQEKESw9Z,1,0.284488,0.994647,-3.029,0.114476,149.999,Faster N Further (Bass Modulators Remix)
För dom riktiga - feat. Sebbe Staxx,6f1ZCQEFOyPG1ZL5DuNl1s,['N'],För dom riktiga (feat. Sebbe Staxx),256946,False,4jaTFsCTmYIMLy645JIemX,1,0.627311,0.766875,-8.3,0.419463,85.301,För dom riktiga (feat. Sebbe Staxx)
Nice 'N' Easy - DO NOT USE,4RSzyLFgrjLj6LWk8gSZC9,['Frank Sinatra'],"Sinatra, With Love",163546,False,1Mxqyy3pSjf8kZZL4QVxS0,1,0.538422,0.224064,-12.154,0.031389,109.305,Nice 'N' Easy
Sex Love Rock N Roll (SLR) - Feat. Tpain (Basshunter Remix),56iM0AKkqiaI1PWd05Wh1e,['Arash'],Sex Love Rock N Roll (SLR) - Remixes,230000,False,7hQmAXAzWI6D350VTgkKTG,1,0.654848,0.725474,-5.131,0.03193,131.927,Sex Love Rock N Roll (SLR) - (Basshunter Remix)
Mme. Pavoshko,6LxFuAjKARWoTxnvKGzPQF,['Black M'],Les yeux plus gros que le monde,255840,False,7lMgpN1tEBQKpRoUMKB8iw,1,0.779803,0.844583,-5.298,0.238545,115.021,Mme. Pavoshko
Cypher i bunkern,7tf81MmsxAJyfT1pxRfifZ,"['Labyrint', 'Linda Pira', 'Stor', 'Mohammed Ali', 'Carlito', 'Dani M', 'Amsie Brown']",Garalaowit,254933,False,5s77Nldm0GrOQkMIElogdo,7,0.658825,0.858032,-5.704,0.29475,89.818,Cypher i bunkern
Aldrig igen,1QUtI8TPnlyJVtxcjWLu6n,['Dani M'],All In/ Aldrig igen,207173,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.601262,0.902437,-5.799,0.110471,85.005,Aldrig igen
Bara när jag är full,6kFet6CVnC9n94Zw6t7RmT,['Dani M'],Min Grind,211226,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.604472,0.772549,-6.685,0.360958,119.968,Bara när jag är full
On s'fait du mal,6kIdcJiq1bzJNf5PN5bmiB,['Black M'],Le monde plus gros que mes yeux,215666,False,7lMgpN1tEBQKpRoUMKB8iw,1,0.714522,0.799924,-6.596,0.041031,125.991,On s'fait du mal
Circle Of Life,5S8t5fyCTBBuP8Tc5KgIEu,"['Carmen Twillie', 'Lebo M.']",Walt Disney Records The Legacy Collection: The Lion King,239253,False,6O3ZB5Cz5CNT3wQWouKcNJ,2,0.200473,0.572621,-8.597,0.060589,79.098,Circle of Life
I•M•A•M - jj Remix Instrumental,4huzp9V4c7T7wmYP5Rd2Rj,"['Silvana Imam', 'JJ']",I•M•A•M (jj Remix),203558,False,14vNE9iqS5eGAL6OogiN8g,2,0.286176,0.378536,-9.278,0.046452,109.812,I•M•A•M (jj Remix Instrumental)
I•M•A•M,7E8INxHvLDcUsGtQ8YS36r,['Silvana Imam'],I•M•A•M,203842,True,14vNE9iqS5eGAL6OogiN8g,1,0.541354,0.660357,-4.126,0.070638,107.763,I•M•A•M
Halaren,5jdabGUqdv9CpsIwkYV8Dl,"['Dani M', 'Mig-L']",Min Grind,84066,False,5ILMkt5lW4KAyTXMNYWaGF,2,0.669864,0.317689,-14.364,0.857262,81.12,Halaren
Bakom dig,2usbhPyyFO5TmDSDv42q28,"['Dollar Bill', 'Aki', 'Dani M']",10 år i gamet,305831,False,0aoWt5T7xgyHST5Z2KhPFa,3,0.899851,0.655668,-7.306,0.144543,138.923,Bakom dig
Swerje,6zZulDrR70uYRKJXNVbSv3,"['Labyrint', 'Dani M']",Garalaowit,247173,False,5s77Nldm0GrOQkMIElogdo,2,0.690597,0.544173,-6.505,0.305101,77.987,Swerje
Blessed,103Q0ZgOs5GretAjjzuxQB,['Dani M'],Min Grind,233893,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.790843,0.753852,-4.432,0.296083,93.966,Blessed
Allting jag har,2l1HTdjaCFwy0JrXipZam8,['Dani M'],Min Grind,218946,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.730803,0.779042,-5.139,0.090229,97.069,Allting jag har
Flashback,7JnDBMxuCRxWZoXHkFLWMi,['Dani M'],Min Grind,181960,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.672993,0.893059,-5.82,0.291369,149.91,Flashback
Vissa dagar,2BYTWjVy2cnGENcG24j7QA,"['Dani M', 'L\xc3\xb6stFolk']",Min Grind,250613,False,5ILMkt5lW4KAyTXMNYWaGF,2,0.684992,0.634978,-4.655,0.190705,149.857,Vissa dagar
I•M•A•M - jj Remix,64uoqeWxifISb05vSgRzV0,"['Silvana Imam', 'JJ']",I•M•A•M (jj Remix),203558,False,14vNE9iqS5eGAL6OogiN8g,2,0.394837,0.641863,-5.849,0.069643,109.876,"""I•M•A•M (jj remix) – (feat. jj)"
Allting jag har,5ETuKKgjM15Ew6QUJXbrb1,['Dani M'],Allting jag har,196200,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.735244,0.819555,-4.443,0.052626,96.948,Allting jag har
Fattigman,5VpT1BnRQ8W22EmWrrG2Fp,"['Dani M', 'I King', 'Moncho']",Min Grind,285080,False,5ILMkt5lW4KAyTXMNYWaGF,3,0.637646,0.781711,-5.467,0.331457,163.82,Fattigman
Polishatet,0W06DxMqLzsanTXGFxG4G2,['Dani M'],Min Grind,225746,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.634811,0.77448,-5.072,0.271062,185.945,Polishatet
I•M•A•M,0haCF4aPRLLBgTSMvBNFJO,['Silvana Imam'],När du ser mig • Se dig,203842,True,14vNE9iqS5eGAL6OogiN8g,1,0.541354,0.660357,-4.126,0.070638,107.763,I•M•A•M
Shu Katt,7lKwEE8dEQ3JGI03WOrzCZ,"['Linda Pira', 'Dani M']",Shu Katt / Överlever allt,205000,False,0qeei9KQnptjwb8MgkqEoy,2,0.707533,0.777303,-6.034,0.065046,95.885,Shu Katt
Innan du går,6p4TLG8xhNnNe30huPAqS4,['Min Stora Sorg'],"Mvh Anso, M$$",251404,False,53mirS5AzwzEw9MsquLXFo,1,0.778866,0.554732,-8.425,0.042707,109.986,Innan du går
Ingenting beläsh,1av6d9J1sDdzAZwQjbgpkw,['Dani M'],Min Grind,216679,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.714382,0.737101,-6.677,0.308803,90.014,Ingenting beläsh
Vem lärde dig?,7jNtwEkDbsR93Tg9DVb3bp,"['Mohammed Ali', 'Dani M', 'Gee Dixon']",50 länder EP,255933,False,0PwLAFedFpxos2G2tlZ2ES,3,0.605463,0.751867,-5.082,0.387338,176.039,Vem lärde dig?
Blicken på mig,3M3vsfH1dLdduuQv1n8CLT,"['Dani M', 'Essa Cham']",Min Grind,227040,False,5ILMkt5lW4KAyTXMNYWaGF,2,0.641837,0.822705,-5.41,0.248557,165.622,Blicken på mig
Wake 'M Up,5bf5KhedsoPMTiUuJYsf70,"['The Partysquad', 'Dutch Movement', 'Postmen']",Wake 'M Up,221608,False,2dQgOfBP52UwjegY8FwJAY,3,0.6738,0.934807,-2.524,0.055814,150.014,Wake 'M Up
Je garde le sourire,5ACrqltHVhJ8A4rkUCjsGR,['Black M'],Le monde plus gros que mes yeux,234053,False,7lMgpN1tEBQKpRoUMKB8iw,1,0.668037,0.812449,-5.981,0.090857,92.027,Je garde le sourire
Inte OK,0Wm74MutbYsqdNk5DRqPX8,['Min Stora Sorg'],"Mvh Anso, M$$",193958,False,53mirS5AzwzEw9MsquLXFo,1,0.26632,0.195464,-11.732,0.029936,75.507,Inte OK
Trndsttr (feat. M. Maggie),3KAJA4bixMoWrXLhGk0KyO,"['Black Coast', 'M. Maggie']",Trndsttr (feat. M. Maggie),244285,False,4JMdvZoXArDVuMNNelKmjo,2,0.742001,0.475041,-8.17,0.028885,112.064,Trndsttr (feat. M. Maggie)
Jag står kvar,72OvRQyPvft7VfQVxMS0Zs,['Min Stora Sorg'],"Mvh Anso, M$$",223914,False,53mirS5AzwzEw9MsquLXFo,1,0.544319,0.595436,-9.444,0.031753,93.487,Jag står kvar
Aldrig igen - Instrumental,2hDAzoJJbfAqk3WvufULjC,['Dani M'],All In/ Aldrig igen,208173,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.569925,0.778263,-8.328,0.032443,170.002,Aldrig igen [Instrumental]
Grindin’ My Whole Life,4Hy5ziwOQiFc7UuxpTOdwx,"['HS87', 'N.No', 'B. Carr', 'Hit Boy', 'Big Hit', 'Audio Push', 'Bmacthequeen', 'Kent M$ney']",We The Plug,322093,True,6NUVKfz2xAi4mJJkGm6zyz,8,0.755723,0.636432,-6.195,0.173333,115.071,Grindin’ My Whole Life
All In,1heLMwaoAWt1jBv1hIYp10,"['Dani M', 'Allyawan']",All In/ Aldrig igen,216613,False,5ILMkt5lW4KAyTXMNYWaGF,2,0.541452,0.829446,-5.369,0.356689,84.357,All In
Gata,3HQtYKNoGX4sz9KozvDjS7,"['Dani M', 'Keya']",Min Grind,184120,False,5ILMkt5lW4KAyTXMNYWaGF,2,0.663467,0.885613,-4.892,0.244146,90.111,Gata
All In - Instrumental,2uJdGXy9wZ70QUi4Rf8UHF,['Dani M'],All In/ Aldrig igen,215400,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.770298,0.413931,-8.334,0.538331,176.072,All In [Instrumental]
Overdose,6QQn8Soo2e2RjMaJN4cyBl,['EXO-M'],The 2nd Mini Album 'Overdose',205611,False,57n0GwAnyELOvq620O2tOJ,1,0.568793,0.914791,-1.78,0.270801,163.848,Overdose
Over,1jVmyCztRarGQBADYca8k3,"['Lars M', 'SideB', 'Aloma Steele']",NCS: Uplifting,223124,False,0E1pXFeZDRIaKr1993EZEn,3,0.526358,0.637077,-7.38,0.055951,128.079,Over
Spelar ingen roll,5aJICuNKZ78dDKRznqSpX7,"['Rhymes & Riddim', 'Lani Mo', 'Dani M']",Dödar dom med kärlek EP,227137,False,7m6DSze5TrrYbItmW8YRY3,3,0.774543,0.626146,-8.438,0.254691,89.033,Spelar ingen roll
La légende Black,2fhEKVIAoVEfZPCmHg28AF,"['Black M', 'Dr. Beriz']",Les yeux plus gros que le monde,228746,False,7lMgpN1tEBQKpRoUMKB8iw,2,0.711707,0.855171,-5.097,0.085894,80.972,La légende Black
Becknish,1fmG8kjY6EGvZN7Dglb2Wa,"['Dani M', 'AKI']",Min Grind,240213,False,5ILMkt5lW4KAyTXMNYWaGF,2,0.642494,0.763634,-6.704,0.265524,179.962,Becknish
Allt är en fasad,39H4E6EOrsyZHCiqh7GWNK,['Dani M'],Min Grind,207360,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.555539,0.839188,-4.814,0.3229,92.649,Allt är en fasad
Finna sanningen,5cFYHgLL1hvYTsiOT2iUQX,"['Dani M', 'Essa Cham']",Allting jag har,177493,False,5ILMkt5lW4KAyTXMNYWaGF,2,0.676734,0.867688,-5.889,0.175423,103.014,Finna sanningen
Göra det som mig,0mSPdr5nkdH9L2kNolNkXA,['Dani M'],Min Grind,175666,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.456066,0.737783,-6.304,0.372437,180.412,Göra det som mig
"""I•M•A•M (jj remix) – (feat. jj)",6UEIEBlYkzKlTil1qXbH2q,"['Silvana Imam', 'jj']",F!,206453,False,14vNE9iqS5eGAL6OogiN8g,2,0.394837,0.641863,-5.849,0.069643,109.876,"""I•M•A•M (jj remix) – (feat. jj)"
I•M•A•M - Instrumental,0mbokSFMqRYXAqU9dn6fAF,['Silvana Imam'],I•M•A•M,203864,True,14vNE9iqS5eGAL6OogiN8g,1,0.671955,0.455892,-9.192,0.032976,109.938,I*M*A*M (Instrumental)
Sur ma route,3Uyt0WO3wOopnUBCe9BaXl,['Black M'],Les yeux plus gros que le monde,252573,False,7lMgpN1tEBQKpRoUMKB8iw,1,0.712794,0.813683,-5.69,0.048876,124.999,Sur ma route
Aldrig igen,2vw6VUc2h1a0y2oan2nfNB,['Dani M'],Min Grind,205626,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.601262,0.902437,-5.799,0.110471,85.005,Aldrig igen
Je ne dirai rien,34B31yM24Pjg22ipNpB4UJ,"['Black M', 'Shinsekai', 'Doomams']",Les yeux plus gros que le monde,257013,False,7lMgpN1tEBQKpRoUMKB8iw,3,0.603332,0.659428,-6.6,0.337803,95.447,Je ne dirai rien
Min Grind,0TTYNndshDW1ATIZKHo62E,['Dani M'],Min Grind,148906,False,5ILMkt5lW4KAyTXMNYWaGF,1,0.557643,0.598905,-8.153,0.074212,138.097,Min Grind
Gruppterapi,6Zdgr3BnsuNllK58MUEeru,"['Stor & Aki', 'Sanjin', 'Linda Pira', 'Dani M', 'Dajanko', 'Moms', 'Allyawan', 'Carlito', 'Mig-L']",Redline Is For The Children,314133,False,7od7WvFXOcePxvE5abwHt3,9,0.681851,0.803492,-5.113,0.30383,92.331,Gruppterapi
song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,song_title_en
Gust of Wind,1DylszI7qE7CB0yNugUxV6,['Pharrell Williams'],G I R L,285626,False,2RdwBSPQiwcmiDo9kixcl8,1,0.750438,0.712121,-8.47,0.059681,100.01,Gust of Wind
Bb Berättelsen,3VbZWmcch6TjaVplOvrOtZ,"['Ken Ring', 'Gee Dixon']",Det började för längesen,215706,False,2yMJGKSRgxIniMnq30FAzX,2,0.719085,0.730163,-7.435,0.33425,91.562,Bb Berättelsen
